loan_status,loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age,emp_cat,ir_cat
0,11200,11.99,B,1,RENT,30809,30,0-15,11-13.5
0,6000,6.99,A,4,RENT,37920,24,0-15,0-8
0,21000,12.99,C,16,RENT,125000,25,15-30,11-13.5
0,8000,14.79,C,3,RENT,35000,27,0-15,13.5+
0,8500,NA,D,18,MORTGAGE,46500,34,15-30,Missing
0,7800,15.62,D,7,RENT,43955.48,23,0-15,13.5+
0,18000,14.79,C,3,RENT,125000,22,0-15,13.5+
0,4000,5.42,A,8,MORTGAGE,50000,33,0-15,0-8
0,7600,13.49,C,0,RENT,80000,36,0-15,11-13.5
0,3000,12.99,C,13,MORTGAGE,62000,25,0-15,11-13.5
0,1400,10.59,B,NA,RENT,45000,26,Missing,11-Aug
0,28000,10.99,B,15,OWN,260000,26,0-15,11-Aug
0,8750,9.99,B,8,MORTGAGE,66000,23,0-15,11-Aug
0,28000,16.49,D,2,MORTGAGE,95000,24,0-15,13.5+
0,4000,5.42,A,3,MORTGAGE,60000,24,0-15,0-8
0,5600,10.99,B,7,MORTGAGE,64800,30,0-15,11-Aug
0,1700,9.99,B,2,RENT,18600,23,0-15,11-Aug
0,5000,NA,A,0,MORTGAGE,38400,35,0-15,Missing
0,3000,NA,A,2,RENT,75000,23,0-15,Missing
0,5000,14.79,C,3,RENT,60000,38,0-15,13.5+
1,14500,11.49,B,3,RENT,55500,24,0-15,11-13.5
0,4000,NA,B,3,MORTGAGE,30000,29,0-15,Missing
1,5000,8.49,A,2,RENT,48000,31,0-15,11-Aug
0,12000,7.49,A,7,RENT,84000,51,0-15,0-8
0,3000,NA,D,8,MORTGAGE,65000,28,0-15,Missing
0,24000,19.69,E,11,RENT,95000,22,0-15,13.5+
0,11000,17.99,E,19,MORTGAGE,90369,22,15-30,13.5+
0,4800,7.49,A,12,MORTGAGE,45000,32,0-15,0-8
0,8000,12.99,C,12,MORTGAGE,86400,29,0-15,11-13.5
0,15000,11.99,B,16,RENT,42300,24,15-30,11-13.5
0,35000,11.99,B,3,MORTGAGE,95000,24,0-15,11-13.5
0,30000,17.49,D,5,RENT,112260,29,0-15,13.5+
0,8325,6.99,A,2,MORTGAGE,106369,35,0-15,0-8
0,10000,16.89,D,14,MORTGAGE,49000,24,0-15,13.5+
0,14000,8.49,A,0,MORTGAGE,65000,24,0-15,11-Aug
0,4800,5.42,A,3,RENT,35000,22,0-15,0-8
0,15000,8.49,A,3,MORTGAGE,56000,24,0-15,11-Aug
0,5050,6.99,A,9,MORTGAGE,72000,43,0-15,0-8
0,12000,NA,A,6,OWN,112000,30,0-15,Missing
0,6000,8.49,A,5,RENT,72000,32,0-15,11-Aug
0,10000,11.99,B,5,RENT,47000,31,0-15,11-13.5
0,6000,7.49,A,3,RENT,45000,26,0-15,0-8
0,6000,7.49,A,3,RENT,13440,25,0-15,0-8
0,12000,7.49,A,4,RENT,20400,48,0-15,0-8
1,5000,7.49,A,2,OWN,48600,23,0-15,0-8
0,6000,15.62,D,3,RENT,65600,27,0-15,13.5+
1,6000,15.62,D,2,MORTGAGE,56160,24,0-15,13.5+
0,10125,15.23,C,23,MORTGAGE,3.00E+05,28,15-30,13.5+
1,3250,NA,C,4,RENT,20000,27,0-15,Missing
0,4800,5.42,A,17,MORTGAGE,76000,41,15-30,0-8
0,2000,7.49,A,9,MORTGAGE,23652,27,0-15,0-8
0,1000,NA,C,4,RENT,35000,22,0-15,Missing
0,1500,NA,A,5,MORTGAGE,24000,41,0-15,Missing
1,12000,7.49,A,6,RENT,36000,29,0-15,0-8
0,7200,5.99,A,5,MORTGAGE,75600,24,0-15,0-8
0,2050,10.59,B,1,RENT,25000,22,0-15,11-Aug
0,8000,7.49,A,8,MORTGAGE,94700,27,0-15,0-8
0,21500,9.99,B,5,RENT,70000,24,0-15,11-Aug
0,10000,11.49,B,6,MORTGAGE,86000,22,0-15,11-13.5
0,1800,16.49,D,4,RENT,45000,22,0-15,13.5+
0,7000,6.99,A,4,MORTGAGE,75000,26,0-15,0-8
0,18000,10.99,B,1,RENT,80000,22,0-15,11-Aug
1,1275,10.99,B,0,MORTGAGE,65964,24,0-15,11-Aug
0,3000,10.99,B,7,RENT,36000,29,0-15,11-Aug
0,8000,7.49,A,2,MORTGAGE,51000,23,0-15,0-8
0,12800,10.59,B,4,RENT,42000,26,0-15,11-Aug
0,12500,15.99,D,1,MORTGAGE,135000,23,0-15,13.5+
0,12000,15.23,C,15,RENT,130000,27,0-15,13.5+
0,4000,10.59,B,0,MORTGAGE,24000,29,0-15,11-Aug
0,6000,5.42,A,1,RENT,165996,35,0-15,0-8
0,19200,10.99,B,9,RENT,125000,24,0-15,11-Aug
0,6000,8.49,A,4,RENT,71000,28,0-15,11-Aug
0,5000,15.62,D,13,MORTGAGE,80000,24,0-15,13.5+
0,5600,16.49,D,0,MORTGAGE,45000,26,0-15,13.5+
0,4000,5.99,A,7,MORTGAGE,69000,33,0-15,0-8
0,5300,17.99,E,2,RENT,36000,22,0-15,13.5+
0,2000,13.49,C,11,RENT,89100,25,0-15,11-13.5
0,7500,11.49,B,20,MORTGAGE,102000,41,15-30,11-13.5
1,5000,12.99,C,0,RENT,50000,28,0-15,11-13.5
0,10000,16.89,D,10,RENT,40000,26,0-15,13.5+
0,4500,12.99,C,9,MORTGAGE,42000,37,0-15,11-13.5
0,12000,10.59,B,NA,RENT,210000,23,Missing,11-Aug
0,7500,11.49,B,4,RENT,48000,44,0-15,11-13.5
0,25000,17.49,D,25,RENT,69000,25,15-30,13.5+
0,20000,10.99,B,0,RENT,60000,24,0-15,11-Aug
0,12000,10.99,B,1,RENT,64500,26,0-15,11-Aug
0,7000,6.99,A,1,OWN,29112,28,0-15,0-8
0,20000,7.49,A,10,RENT,50000,25,0-15,0-8
0,6000,5.42,A,5,MORTGAGE,42000,28,0-15,0-8
0,25000,10.59,B,4,MORTGAGE,70000,23,0-15,11-Aug
0,18500,7.49,A,20,OWN,35000,22,15-30,0-8
0,6000,15.23,C,0,RENT,33000,29,0-15,13.5+
0,14000,7.49,A,17,MORTGAGE,89000,25,15-30,0-8
0,10000,16.49,D,1,OWN,60000,25,0-15,13.5+
0,3650,11.99,B,14,MORTGAGE,105000,22,0-15,11-13.5
0,6400,20.62,F,2,RENT,44000,22,0-15,13.5+
0,8450,NA,B,13,MORTGAGE,50000,28,0-15,Missing
0,20000,NA,B,5,RENT,90000,22,0-15,Missing
0,8000,5.99,A,21,RENT,56000,25,15-30,0-8
0,6000,13.49,C,1,MORTGAGE,48000,27,0-15,11-13.5
0,4800,10.99,B,5,RENT,26004,22,0-15,11-Aug
0,10000,5.42,A,9,MORTGAGE,90000,25,0-15,0-8
0,6000,10.99,B,2,MORTGAGE,105000,26,0-15,11-Aug
0,9000,10.59,B,9,MORTGAGE,72396,29,0-15,11-Aug
0,11075,13.49,C,0,MORTGAGE,55000,23,0-15,11-13.5
0,22500,10.99,B,3,OWN,92000,26,0-15,11-Aug
0,7200,14.79,C,2,MORTGAGE,42000,25,0-15,13.5+
1,5000,15.23,C,2,RENT,50000,24,0-15,13.5+
0,3000,5.99,A,3,RENT,66000,23,0-15,0-8
0,2100,NA,C,4,RENT,87000,23,0-15,Missing
1,1600,16.89,D,13,RENT,39000,27,0-15,13.5+
0,17950,11.99,B,5,MORTGAGE,113000,24,0-15,11-13.5
0,7800,10.99,B,13,MORTGAGE,74000,28,0-15,11-Aug
0,2000,10.59,B,2,MORTGAGE,28800,28,0-15,11-Aug
0,6000,5.42,A,0,MORTGAGE,60000,24,0-15,0-8
0,10000,8.49,A,6,MORTGAGE,130000,30,0-15,11-Aug
0,7875,11.99,B,15,MORTGAGE,55500,36,0-15,11-13.5
0,7600,10.99,B,1,RENT,28000,27,0-15,11-Aug
0,8000,10.99,B,3,RENT,41000,25,0-15,11-Aug
0,15000,7.49,A,18,RENT,40000,23,15-30,0-8
0,4000,5.99,A,2,MORTGAGE,51000,26,0-15,0-8
0,4300,7.49,A,4,RENT,60000,39,0-15,0-8
0,1500,5.99,A,3,RENT,55000,41,0-15,0-8
0,26000,8.49,A,13,MORTGAGE,114000,28,0-15,11-Aug
0,7000,5.99,A,9,RENT,35000,24,0-15,0-8
0,4500,8.49,A,4,RENT,55000,23,0-15,11-Aug
0,6400,11.49,B,5,RENT,30500,25,0-15,11-13.5
0,20000,13.49,C,1,RENT,84000,27,0-15,11-13.5
0,25000,17.99,E,4,MORTGAGE,72400,24,0-15,13.5+
0,3000,11.49,B,4,MORTGAGE,90000,25,0-15,11-13.5
0,4900,NA,A,7,MORTGAGE,118443,25,0-15,Missing
1,1000,10.59,B,NA,MORTGAGE,38000,23,Missing,11-Aug
0,3500,5.99,A,2,MORTGAGE,44000,22,0-15,0-8
0,6500,5.99,A,3,MORTGAGE,68000,22,0-15,0-8
0,3000,6.99,A,8,RENT,48000,37,0-15,0-8
0,8000,10.59,B,4,MORTGAGE,50000,22,0-15,11-Aug
0,10000,7.49,A,14,MORTGAGE,56000,24,0-15,0-8
0,10600,12.99,C,4,RENT,65600,33,0-15,11-13.5
0,9000,15.62,D,23,MORTGAGE,72000,25,15-30,13.5+
0,10000,7.49,A,12,OWN,141000,24,0-15,0-8
0,3200,11.99,B,1,RENT,31200,22,0-15,11-13.5
1,3200,9.99,B,15,RENT,40000,35,0-15,11-Aug
0,9000,9.99,B,3,RENT,36000,23,0-15,11-Aug
0,10000,9.99,B,6,MORTGAGE,45000,25,0-15,11-Aug
0,2275,NA,A,5,MORTGAGE,65000,23,0-15,Missing
0,8000,NA,B,3,RENT,30000,35,0-15,Missing
0,3925,9.99,B,1,OWN,36000,35,0-15,11-Aug
0,5200,16.49,D,3,MORTGAGE,110000,30,0-15,13.5+
0,4600,13.99,C,0,RENT,24000,21,0-15,13.5+
0,7500,10.99,B,3,RENT,50000,25,0-15,11-Aug
0,3000,5.42,A,NA,MORTGAGE,48000,39,Missing,0-8
0,1200,10.99,B,3,MORTGAGE,65000,25,0-15,11-Aug
0,9500,16.49,D,4,RENT,75000,24,0-15,13.5+
1,35000,20.25,F,7,RENT,120366.05,23,0-15,13.5+
1,11375,10.99,B,32,MORTGAGE,157124,37,30-45,11-Aug
0,10000,9.99,B,7,MORTGAGE,44000,24,0-15,11-Aug
0,4400,5.99,A,5,OWN,48000,24,0-15,0-8
0,4275,NA,D,7,MORTGAGE,54500,29,0-15,Missing
0,5000,15.23,C,5,MORTGAGE,48996,30,0-15,13.5+
0,18325,7.49,A,11,MORTGAGE,159960,26,0-15,0-8
0,2200,9.99,B,5,RENT,80000,28,0-15,11-Aug
0,6000,6.99,A,9,MORTGAGE,65000,29,0-15,0-8
0,4500,10.99,B,2,RENT,20400,21,0-15,11-Aug
0,5600,10.59,B,3,RENT,50004,23,0-15,11-Aug
0,6000,8.49,A,5,RENT,30000,31,0-15,11-Aug
0,17000,10.59,B,24,RENT,90000,23,15-30,11-Aug
0,4000,12.99,C,2,RENT,39996,30,0-15,11-13.5
0,7000,15.99,D,4,RENT,44000,40,0-15,13.5+
0,5775,9.99,B,NA,MORTGAGE,83000,24,Missing,11-Aug
0,10150,11.99,B,6,RENT,69000,23,0-15,11-13.5
0,5000,12.99,C,11,MORTGAGE,40000,22,0-15,11-13.5
0,12000,11.49,B,3,MORTGAGE,72000,29,0-15,11-13.5
0,4000,NA,B,1,RENT,25200,22,0-15,Missing
0,3000,5.42,A,9,MORTGAGE,58000,30,0-15,0-8
0,1500,15.99,D,0,RENT,36996,24,0-15,13.5+
0,18000,11.99,B,5,MORTGAGE,125000,31,0-15,11-13.5
0,13000,10.99,B,3,RENT,75000,24,0-15,11-Aug
0,15000,6.99,A,16,MORTGAGE,109000,26,15-30,0-8
0,15000,NA,A,4,MORTGAGE,53000,24,0-15,Missing
0,3000,7.49,A,2,RENT,30000,24,0-15,0-8
0,2400,14.79,C,0,RENT,26400,21,0-15,13.5+
0,9600,5.99,A,5,MORTGAGE,87292,26,0-15,0-8
1,29100,12.99,C,11,MORTGAGE,52000,24,0-15,11-13.5
0,10800,7.49,A,2,RENT,119000,39,0-15,0-8
0,2700,20.62,F,5,RENT,15600,21,0-15,13.5+
0,12000,10.99,B,5,RENT,56755,22,0-15,11-Aug
0,4200,NA,A,0,MORTGAGE,38400,21,0-15,Missing
0,12025,13.49,C,0,MORTGAGE,1.00E+05,29,0-15,11-13.5
0,3200,7.49,A,7,RENT,42500,22,0-15,0-8
0,8500,9.99,B,4,RENT,42000,27,0-15,11-Aug
0,25000,14.79,C,1,MORTGAGE,192000,46,0-15,13.5+
0,4250,6.99,A,8,RENT,35000,24,0-15,0-8
0,9600,18.39,E,14,MORTGAGE,62000,29,0-15,13.5+
0,9000,9.99,B,11,MORTGAGE,250000,26,0-15,11-Aug
0,10175,NA,C,7,MORTGAGE,60000,34,0-15,Missing
0,2400,7.49,A,1,OWN,24000,24,0-15,0-8
0,9000,NA,A,3,MORTGAGE,62000,23,0-15,Missing
0,6000,9.99,B,3,RENT,43150,28,0-15,11-Aug
0,3200,11.49,B,NA,RENT,12000,21,Missing,11-13.5
0,25000,10.99,B,0,RENT,60000,24,0-15,11-Aug
0,6000,15.62,D,4,RENT,50000,31,0-15,13.5+
0,11800,13.99,C,5,RENT,94000,22,0-15,13.5+
0,14000,9.99,B,8,OWN,47000,34,0-15,11-Aug
0,12000,5.99,A,NA,RENT,35100,32,Missing,0-8
0,5000,15.62,D,1,RENT,55000,22,0-15,13.5+
1,4925,NA,B,0,MORTGAGE,120000,30,0-15,Missing
0,8000,7.49,A,0,MORTGAGE,57192,21,0-15,0-8
0,3000,17.49,D,16,MORTGAGE,60000,28,15-30,13.5+
0,12000,10.99,B,2,RENT,83000,48,0-15,11-Aug
0,8000,11.49,B,11,OWN,21600,28,0-15,11-13.5
0,6500,5.99,A,35,MORTGAGE,69000,22,30-45,0-8
0,9750,10.99,B,5,MORTGAGE,39800,23,0-15,11-Aug
0,4800,11.99,B,5,RENT,32640,23,0-15,11-13.5
0,10000,5.42,A,14,RENT,28000,22,0-15,0-8
1,1000,NA,B,NA,MORTGAGE,26400,22,Missing,Missing
1,7500,9.99,B,3,RENT,65000,29,0-15,11-Aug
0,6000,7.49,A,1,RENT,68000,31,0-15,0-8
0,9600,8.49,A,0,OWN,52000,52,0-15,11-Aug
0,2000,11.99,B,8,RENT,49029,25,0-15,11-13.5
0,2725,NA,A,0,MORTGAGE,57000,43,0-15,Missing
0,14400,18.79,E,7,RENT,56400,21,0-15,13.5+
0,8000,18.39,E,3,RENT,80000,22,0-15,13.5+
0,10425,8.49,A,5,MORTGAGE,60000,25,0-15,11-Aug
0,5375,7.49,A,9,MORTGAGE,50000,21,0-15,0-8
0,3500,8.49,A,18,MORTGAGE,42000,27,15-30,11-Aug
0,6400,7.49,A,6,RENT,80000,24,0-15,0-8
0,8000,10.99,B,5,RENT,82000,26,0-15,11-Aug
0,20000,7.49,A,8,MORTGAGE,120000,31,0-15,0-8
0,3000,5.99,A,NA,MORTGAGE,80000,23,Missing,0-8
0,9600,NA,D,1,RENT,90000,27,0-15,Missing
0,6575,6.99,A,21,RENT,86000,24,15-30,0-8
0,10400,15.62,D,4,MORTGAGE,112500,27,0-15,13.5+
0,6000,NA,B,16,MORTGAGE,31500,34,15-30,Missing
0,2075,15.23,C,15,RENT,60000,29,0-15,13.5+
0,13175,10.99,B,13,MORTGAGE,290000,29,0-15,11-Aug
0,15000,8.49,A,7,MORTGAGE,90000,24,0-15,11-Aug
0,5600,7.49,A,2,MORTGAGE,67000,23,0-15,0-8
0,4750,11.49,B,1,RENT,20400,22,0-15,11-13.5
0,12000,NA,A,7,MORTGAGE,172000,26,0-15,Missing
0,10000,5.99,A,0,MORTGAGE,102000,28,0-15,0-8
0,1100,11.99,B,0,RENT,14400,23,0-15,11-13.5
0,12250,15.99,D,0,RENT,50000,22,0-15,13.5+
0,6000,5.42,A,6,MORTGAGE,70000,36,0-15,0-8
0,13750,NA,B,8,MORTGAGE,65000,34,0-15,Missing
1,5400,13.99,C,15,RENT,60000,37,0-15,13.5+
0,7125,13.99,C,2,MORTGAGE,37460,23,0-15,13.5+
0,5000,NA,A,2,MORTGAGE,50000,29,0-15,Missing
0,4800,15.62,D,2,RENT,59000,26,0-15,13.5+
1,2500,15.99,D,0,OWN,36000,28,0-15,13.5+
0,6800,13.49,C,5,MORTGAGE,60635,22,0-15,11-13.5
0,9000,7.49,A,7,MORTGAGE,36000,37,0-15,0-8
0,14000,12.99,C,6,MORTGAGE,36000,23,0-15,11-13.5
0,2200,7.49,A,4,RENT,30000,31,0-15,0-8
0,6000,11.99,B,4,MORTGAGE,110000,31,0-15,11-13.5
0,16000,6.99,A,5,MORTGAGE,120000,24,0-15,0-8
1,3200,5.99,A,1,MORTGAGE,57000,22,0-15,0-8
0,6000,9.99,B,4,RENT,66000,22,0-15,11-Aug
0,5000,15.62,D,NA,OWN,75000,29,Missing,13.5+
0,3450,11.99,B,30,MORTGAGE,45000,27,15-30,11-13.5
0,3200,6.99,A,3,RENT,83000,24,0-15,0-8
1,9000,NA,B,11,MORTGAGE,90300,27,0-15,Missing
0,6000,11.99,B,8,MORTGAGE,50000,44,0-15,11-13.5
0,20000,19.69,E,11,MORTGAGE,160000,24,0-15,13.5+
0,5000,6.99,A,1,RENT,52000,22,0-15,0-8
0,4000,5.99,A,3,OWN,18000,23,0-15,0-8
0,1000,14.79,C,4,RENT,33000,30,0-15,13.5+
1,7700,14.79,C,6,MORTGAGE,1.00E+05,26,0-15,13.5+
0,10000,5.99,A,NA,MORTGAGE,60000,22,Missing,0-8
0,6600,16.89,D,0,RENT,47838,22,0-15,13.5+
0,6000,8.49,A,2,MORTGAGE,33000,30,0-15,11-Aug
0,5750,12.99,C,3,RENT,85000,42,0-15,11-13.5
0,35000,12.99,C,6,MORTGAGE,165000,27,0-15,11-13.5
0,27400,10.99,B,6,MORTGAGE,108000,28,0-15,11-Aug
0,4200,NA,B,7,RENT,36000,22,0-15,Missing
0,6000,10.99,B,2,RENT,49000,33,0-15,11-Aug
1,2500,8.49,A,5,MORTGAGE,110004,24,0-15,11-Aug
1,7925,10.59,B,2,MORTGAGE,110000,29,0-15,11-Aug
0,9750,NA,A,18,OWN,33600,25,15-30,Missing
1,1000,NA,B,11,RENT,36000,30,0-15,Missing
1,5000,8.49,A,2,RENT,12000,27,0-15,11-Aug
0,3000,10.59,B,9,MORTGAGE,88200,26,0-15,11-Aug
0,13000,10.99,B,8,MORTGAGE,45000,23,0-15,11-Aug
0,10000,8.49,A,14,OWN,32956,26,0-15,11-Aug
0,3000,7.49,A,5,RENT,85000,23,0-15,0-8
0,5000,11.99,B,1,RENT,40000,27,0-15,11-13.5
0,4200,13.49,C,1,RENT,43000,37,0-15,11-13.5
0,7000,10.99,B,6,MORTGAGE,64500,23,0-15,11-Aug
1,7550,9.99,B,21,RENT,73000,26,15-30,11-Aug
0,10500,13.49,C,6,MORTGAGE,115000,33,0-15,11-13.5
0,12000,12.99,C,12,RENT,72000,22,0-15,11-13.5
0,5000,8.49,A,1,MORTGAGE,115000,27,0-15,11-Aug
0,12000,7.49,A,2,MORTGAGE,144000,26,0-15,0-8
0,2800,7.49,A,4,RENT,48000,27,0-15,0-8
1,6725,11.49,B,13,MORTGAGE,42000,23,0-15,11-13.5
0,8000,11.49,B,1,MORTGAGE,61000,22,0-15,11-13.5
0,8000,7.49,A,4,RENT,105500,29,0-15,0-8
0,14000,9.99,B,2,RENT,55000,26,0-15,11-Aug
0,12000,8.49,A,5,MORTGAGE,98000,26,0-15,11-Aug
1,5000,NA,C,16,MORTGAGE,45000,24,15-30,Missing
0,16800,13.49,C,18,RENT,66000,22,15-30,11-13.5
0,6000,9.99,B,5,RENT,42000,23,0-15,11-Aug
0,5000,13.49,C,1,RENT,68000,39,0-15,11-13.5
0,6000,7.49,A,2,MORTGAGE,45000,23,0-15,0-8
0,18400,19.29,E,2,MORTGAGE,61000,23,0-15,13.5+
0,16800,15.62,D,6,MORTGAGE,72000,29,0-15,13.5+
0,4000,15.62,D,19,MORTGAGE,138000,37,15-30,13.5+
1,2400,14.79,C,5,RENT,99999,25,0-15,13.5+
0,3000,19.29,E,3,RENT,43200,29,0-15,13.5+
0,9600,12.99,C,6,RENT,94000,24,0-15,11-13.5
0,14000,13.49,C,0,RENT,32000,22,0-15,11-13.5
0,6000,12.99,C,8,RENT,69528,22,0-15,11-13.5
1,4800,15.99,D,6,RENT,55000,28,0-15,13.5+
0,2800,6.99,A,11,MORTGAGE,36000,21,0-15,0-8
0,12900,12.99,C,9,MORTGAGE,180000,34,0-15,11-13.5
1,7400,13.99,C,NA,RENT,49995,24,Missing,13.5+
0,6600,5.42,A,1,OWN,31200,37,0-15,0-8
0,1500,11.49,B,17,MORTGAGE,66661,23,15-30,11-13.5
0,6000,10.99,B,1,RENT,17376,26,0-15,11-Aug
0,4350,11.49,B,9,MORTGAGE,124000,27,0-15,11-13.5
0,10000,5.42,A,NA,RENT,46877.88,26,Missing,0-8
0,12500,11.49,B,2,MORTGAGE,60000,25,0-15,11-13.5
0,35000,15.23,C,12,MORTGAGE,94000,22,0-15,13.5+
0,1000,6.99,A,1,MORTGAGE,52000,32,0-15,0-8
1,2000,10.59,B,2,RENT,32000,24,0-15,11-Aug
0,9000,7.49,A,37,RENT,52800,24,30-45,0-8
0,7200,7.49,A,0,RENT,41000,30,0-15,0-8
0,6000,13.99,C,3,MORTGAGE,36000,38,0-15,13.5+
0,7000,8.49,A,2,RENT,123000,31,0-15,11-Aug
0,7800,NA,B,3,RENT,43000,44,0-15,Missing
0,8000,10.99,B,0,MORTGAGE,65000,24,0-15,11-Aug
0,6000,10.59,B,21,MORTGAGE,130000,24,15-30,11-Aug
0,8500,10.59,B,0,MORTGAGE,60000,24,0-15,11-Aug
0,15000,16.49,D,7,MORTGAGE,91980,26,0-15,13.5+
0,10625,16.49,D,NA,MORTGAGE,30000,25,Missing,13.5+
0,5000,13.99,C,11,RENT,38000,24,0-15,13.5+
0,4850,8.49,A,3,MORTGAGE,57900,22,0-15,11-Aug
0,14000,10.59,B,9,MORTGAGE,145000,26,0-15,11-Aug
0,6000,6.99,A,1,RENT,75000,23,0-15,0-8
0,7000,7.49,A,NA,MORTGAGE,53160,23,Missing,0-8
0,11000,NA,A,47,MORTGAGE,62400,26,45+,Missing
0,1400,5.99,A,13,MORTGAGE,40000,29,0-15,0-8
0,5000,13.99,C,2,RENT,60000,24,0-15,13.5+
0,6000,6.99,A,2,MORTGAGE,47000,27,0-15,0-8
0,7000,10.99,B,NA,MORTGAGE,25000,30,Missing,11-Aug
0,9000,5.99,A,17,MORTGAGE,55000,41,15-30,0-8
0,10200,12.99,C,1,RENT,1.00E+05,24,0-15,11-13.5
1,18000,12.99,C,21,MORTGAGE,70000,28,15-30,11-13.5
0,11000,10.99,B,0,MORTGAGE,47110,24,0-15,11-Aug
0,6000,NA,A,13,MORTGAGE,64000,22,0-15,Missing
0,4000,13.99,C,15,MORTGAGE,64800,23,0-15,13.5+
0,8000,12.99,C,NA,RENT,48000,23,Missing,11-13.5
1,9000,5.42,A,15,MORTGAGE,76000,28,0-15,0-8
0,6250,7.49,A,2,MORTGAGE,34800,38,0-15,0-8
0,7500,7.49,A,0,MORTGAGE,125000,28,0-15,0-8
1,8000,11.49,B,4,MORTGAGE,62000,29,0-15,11-13.5
0,2500,10.99,B,2,OWN,36000,29,0-15,11-Aug
0,1750,7.49,A,7,MORTGAGE,87000,22,0-15,0-8
0,12000,NA,B,13,MORTGAGE,55000,30,0-15,Missing
0,7000,7.49,A,1,RENT,45000,27,0-15,0-8
0,5000,15.62,D,8,MORTGAGE,60000,26,0-15,13.5+
0,7200,NA,E,4,OWN,41496,23,0-15,Missing
0,7350,14.79,C,29,MORTGAGE,53000,22,15-30,13.5+
0,4000,11.49,B,5,RENT,40000,38,0-15,11-13.5
1,5000,10.99,B,3,RENT,19200,25,0-15,11-Aug
0,6600,13.49,C,0,MORTGAGE,37200,30,0-15,11-13.5
0,35000,8.49,A,6,RENT,77100,33,0-15,11-Aug
0,1000,18.39,E,3,MORTGAGE,50300,25,0-15,13.5+
0,5300,11.49,B,4,MORTGAGE,71000,33,0-15,11-13.5
0,4200,7.49,A,0,RENT,30000,42,0-15,0-8
1,15000,17.49,D,14,RENT,54000,25,0-15,13.5+
0,3000,NA,B,36,MORTGAGE,67000,44,30-45,Missing
0,10000,11.99,B,5,RENT,40000,24,0-15,11-13.5
0,17000,11.49,B,20,RENT,95000,26,15-30,11-13.5
0,15000,10.99,B,4,MORTGAGE,87000,29,0-15,11-Aug
0,2700,10.59,B,19,OWN,80000,25,15-30,11-Aug
1,6000,15.62,D,5,MORTGAGE,27600,24,0-15,13.5+
0,11000,7.49,A,14,RENT,38400,29,0-15,0-8
0,7000,13.99,C,21,OWN,58800,32,15-30,13.5+
0,6000,5.42,A,4,MORTGAGE,112445,32,0-15,0-8
0,19000,7.49,A,5,RENT,62004,26,0-15,0-8
0,10000,15.62,D,8,MORTGAGE,110000,24,0-15,13.5+
1,2000,11.49,B,2,RENT,50000,27,0-15,11-13.5
0,5000,7.49,A,2,RENT,42000,41,0-15,0-8
0,15000,7.49,A,13,MORTGAGE,1.00E+05,22,0-15,0-8
0,9425,11.49,B,14,RENT,72800,28,0-15,11-13.5
0,12000,7.49,A,7,MORTGAGE,55000,31,0-15,0-8
0,12000,7.49,A,8,OWN,80000,24,0-15,0-8
0,12000,16.89,D,9,MORTGAGE,56400,25,0-15,13.5+
0,18000,10.99,B,5,MORTGAGE,95000,25,0-15,11-Aug
0,4000,15.23,C,7,MORTGAGE,80000,23,0-15,13.5+
0,5000,NA,B,15,MORTGAGE,60000,28,0-15,Missing
0,12000,10.99,B,5,RENT,60000,30,0-15,11-Aug
0,6000,5.99,A,2,RENT,59000,48,0-15,0-8
0,8800,9.99,B,14,OWN,55600,32,0-15,11-Aug
0,10000,10.99,B,11,MORTGAGE,140000,22,0-15,11-Aug
0,8400,10.99,B,3,RENT,56000,23,0-15,11-Aug
1,4800,17.99,E,6,RENT,58000,26,0-15,13.5+
0,8800,8.49,A,1,RENT,48000,29,0-15,11-Aug
0,11025,10.59,B,1,RENT,60000,39,0-15,11-Aug
0,20400,11.49,B,8,RENT,72000,29,0-15,11-13.5
1,17725,11.49,B,14,RENT,38220,27,0-15,11-13.5
0,3000,5.42,A,0,RENT,25000,28,0-15,0-8
0,8000,15.23,C,24,MORTGAGE,75000,24,15-30,13.5+
0,18000,10.99,B,0,RENT,54000,29,0-15,11-Aug
0,1925,15.23,C,20,MORTGAGE,36000,28,15-30,13.5+
0,2100,15.99,D,4,RENT,9600,25,0-15,13.5+
0,16000,10.59,B,15,RENT,45000,22,0-15,11-Aug
0,5000,5.42,A,17,MORTGAGE,79200,23,15-30,0-8
1,18300,10.99,B,5,MORTGAGE,74900,24,0-15,11-Aug
0,3000,11.49,B,8,RENT,52000,24,0-15,11-13.5
0,1500,10.99,B,7,RENT,34942,25,0-15,11-Aug
0,6400,15.99,D,5,RENT,75000,25,0-15,13.5+
0,15000,8.49,A,6,MORTGAGE,90000,25,0-15,11-Aug
0,3000,NA,C,6,OWN,49000,25,0-15,Missing
0,8000,5.99,A,13,RENT,86000,28,0-15,0-8
0,15000,NA,A,5,MORTGAGE,110000,27,0-15,Missing
0,10000,5.99,A,4,MORTGAGE,325000,31,0-15,0-8
0,1450,8.49,A,3,MORTGAGE,45600,27,0-15,11-Aug
0,10000,14.79,C,5,MORTGAGE,70000,23,0-15,13.5+
0,6000,11.49,B,18,RENT,63000,22,15-30,11-13.5
0,9600,12.99,C,8,MORTGAGE,60000,24,0-15,11-13.5
0,12000,10.59,B,19,RENT,40000,38,15-30,11-Aug
